path,artifact_type,stage,description,application,method,size_bytes,sha256
development/development_gate_trigger/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,236,665ef0507a1b8a813ddb9c787178277d27456cb9d3586bc171a495aba93c2f9c
development/formal_development_run_report.json,structured_metadata,development,formal development run report,all_or_not_applicable,multiple_or_not_applicable,1239,b6bf85d18af58bace75dbbf0a5430ac672df8e848849fcf0c5c48afcbb6be9ad
development/gate_status.json,structured_metadata,development,gate status,all_or_not_applicable,multiple_or_not_applicable,17276,2ec7536b4f5e32d7eaa6a5c1d3add252716bcc30f88174b621fcd35a7c921d5a
development/implementation_pilot_v1_coordination/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,20579,2f3c1cc4edb41e70addacdc99466cb84160a7948e0a8fffefdd5acdcc8bc6060
development/implementation_pilot_v1_coordination/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,246,3c351240f2158dcbf32aaf13d8262d3c38379650297fb8bafea81b40c90b72b9
development/implementation_pilot_v1_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,117077,3c5d10c943829871b89a8a0cc53f5a254ff7a81c45fc1db1ebb4837354a420e5
development/implementation_pilot_v1_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,36174,1ac853ef060743487ffd212a6571f4cd92f5557519ce779433926d973e711c9d
development/implementation_pilot_v1_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,241,996fa2acd54a8601f83b78489e51c7616345d0d932d1a546652102e83be553fd
development/implementation_pilot_v1_human/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,36732,b2e15911fe226498c1a3bb5c5051f8c2258d120f1e58a2a6d509b3567c70f8f4
development/implementation_pilot_v1_human/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,240,3f990049d2dfa9ba4587e34026e855013687377f1fb4c4e4e4e107b8f9877864
development/implementation_pilot_v2_coordination/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,35583,c7b05c53ecf9a5a6114cfeecbb4c5e105d6f99ac0aadc1efb4dfea3a826fc786
development/implementation_pilot_v2_coordination/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,246,43d8b8fdbde4dcf9b3bd1ed36817470304e9e22a75c4fcd5b84d598319deefb3
development/implementation_pilot_v2_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,162606,238d89bf425b110623658c295fdafa54bdea5231c9cb218d3a334f41d6491a31
development/implementation_pilot_v2_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,47616,c81140cab2d053825675f2f7b0a5b3f72a3bc8f035d9659a33f71b00971e0643
development/implementation_pilot_v2_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,d39d763a334441e38b33ae9482a48d64d613f183c7f5b30ba86bfa7186ff4d0d
development/implementation_pilot_v2_human/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,36746,11861f656c9a0a796d42b09cecab10c8d3e2d06279273b85610c32821669a336
development/implementation_pilot_v2_human/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,240,ba4f2c9a07c39eeeac6ccd765104439975105a50a734aa1fc7f748a20a822502
development/implementation_pilot_v3_coordination/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,35715,3d4fef940567199df10f03489208f62e80003b01bdb34514c2ad8f683002ce84
development/implementation_pilot_v3_coordination/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,246,a986f22a5f1bf6e9ee5320f1f5d4bac8dd581f41ea0fdc1a4567fc061ab76555
development/implementation_pilot_v3_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,163085,8e032aba4505c7934e9579b19f40d067107b416c74989b07058de852d82e76ba
development/implementation_pilot_v3_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,47482,37a7e9059cf2150d2acd2812a615010663f10616027c5079cffc549e84f2dfc7
development/implementation_pilot_v3_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,802d43a196031914bfbc908d402880aa6a9266722bf76cb13a8718d90e280b2e
development/implementation_pilot_v3_human/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,36878,765962bab0c731d974f5a0669c5ded2ff74308ed675479d952cfa9ac2a2267e9
development/implementation_pilot_v3_human/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,240,787e51b4e90d277ae6c1abc9b10ed8ae7cf9e0a94cfcad44983244d837070da8
development/implementation_pilot_v4_coordination/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,48106,25c70ceda518c17536f8c95aaaf99b682281e23355c71977c2a0ec6c262e523b
development/implementation_pilot_v4_coordination/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,248,4077b32d2d16e0c706c330ae6a78a491b8f5760937cc5971cd55b2d50406590f
development/implementation_pilot_v4_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,162518,6f4d5bdf04b1c37c6ac389ffa802828f458cad26eb171ce9dd5e18f606af1740
development/implementation_pilot_v4_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,47471,786647b6dd23e7b55fe645c7dcb5804b170ec99200e8a38ef0ee477c52e5e02d
development/implementation_pilot_v4_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,00cc4ca300da1fd36554ff93a43662122f3fb58b5aae89b7f600f8a74ce5876a
development/implementation_pilot_v4_human/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,49502,2564cbf21457ede95d353d9ec30de9cbe2420ed729be86410897608288223472
development/implementation_pilot_v4_human/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,242,6b5388c30675bd5fe5d56a7c5c057124fcb11be8025fa0bca0321c7763dae86d
development/implementation_pilot_v5_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,259310,bdf28cf1f89b61325ed6e1e9735b0ae135ff1c720e7a608d784a0615372ba891
development/implementation_pilot_v5_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,75433,b8e3b30543da6d9eae414f4bfdd9cb93ee129ee445792befd79425fef4c9721e
development/implementation_pilot_v5_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,0ed700f9eda786ce7b897746f41fd98361c5991e6fbb7a190511c6cf46dea122
development/implementation_pilot_v6_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,259503,3f74f043e9adb637df5a34ac0267929846297836ae4c7511294c549588e7abf1
development/implementation_pilot_v6_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,75433,8f7109170d680bf51a46748424bba3ca8c93baacc1bd65d14483f3b057226d2d
development/implementation_pilot_v6_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,1c6685c6366d0c739ec67a802502db45c0f54db33d0846bbe84977b4e87b8064
development/implementation_pilot_v7_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,259227,d6365055c034307c5d435791c3aea8d7e1b80fbc2f8a7d02a13c07723036ae95
development/implementation_pilot_v7_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,75479,86b0fe8a56a1523e49edfef7f4c6fd1a71bc545fa630db97e521a29f3453ae04
development/implementation_pilot_v7_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,059e33b2a5d32bc94e650501dc3a6e5061b2dc411d0e89b7bba3de8e66b2c3ca
development/implementation_pilot_v8_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,261773,ea0de8f2dfb0ce71df10752f3d15374329e56fe84d525a5d39a74d80e78b1cec
development/implementation_pilot_v8_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,75538,491433ecf796fb3d07998403f0042b0b6f5b9f9e8ab428a4c2562a2c5910142d
development/implementation_pilot_v8_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,e2a5edba4f4c340c7853d7e9beb65f58f2ef9b74a4313d3d0a7de5de3b4f7505
development/implementation_pilot_v9_dense/candidate_interventions.csv,table_or_data,development,candidate interventions,all_or_not_applicable,multiple_or_not_applicable,261270,f107c8cd232f06b31aa43f36e6535346383312a941ca0571f5a67dcde4f84c7c
development/implementation_pilot_v9_dense/episode_summary.csv,table_or_data,development,episode summary,all_or_not_applicable,multiple_or_not_applicable,76236,0a3b322f4068ce703616be811137eef964faca3df309e0d5706e829495f593c0
development/implementation_pilot_v9_dense/run_report.json,structured_metadata,development,run report,all_or_not_applicable,multiple_or_not_applicable,243,c3147e736061573de0a00331edd12206d6ced7d258013af52e6f4efaa8f3a516
development/real_qwen_qualification.json,structured_metadata,development,real qwen qualification,all_or_not_applicable,multiple_or_not_applicable,5525,e70fa5fd8dd4f5836064140627001f161d82d9acea6854bab34cfa22e5caec1b
figures/manifest.json,structured_metadata,figures,manifest,all_or_not_applicable,multiple_or_not_applicable,1628,f80313117234bf2a5fa2d602ee3e6e2a55e72d68838e55a8b18502c392d05805
figures/pdf/alert_timing_and_false_alarms.pdf,vector_figure,figures,alert timing and false alarms,all_or_not_applicable,multiple_or_not_applicable,384823,43ab42209f5e7c19949cdc3f5692a7354e4bbba08cdcb08dd47a5d8fb3c55c9c
figures/pdf/budgeted_causal_utility_cluster_intervals.pdf,vector_figure,figures,budgeted causal utility cluster intervals,all_or_not_applicable,multiple_or_not_applicable,384709,60d7438b2063fa7b8375b9fa020b11227473e4a285266d18acbdf0d512433a3b
figures/pdf/calibration_and_reliability.pdf,vector_figure,figures,calibration and reliability,all_or_not_applicable,multiple_or_not_applicable,385710,e18c213b0010801960743b0a0f7889da976fb650e87c65ee0da45d01b6bed72b
figures/pdf/causal_intervention_and_action_funnels.pdf,vector_figure,figures,causal intervention and action funnels,all_or_not_applicable,multiple_or_not_applicable,384465,7b08e2e6ee78b71589fd3c3880f73a6ef5a48cdfbcff6f4c561766325eff098c
figures/pdf/commercial_boundary_condition.pdf,vector_figure,figures,commercial boundary condition,commercial,multiple_or_not_applicable,384190,cb5c9cb73bd2678c50f07fa1b0bb6f0f2f0a0c1a55dfc9c54551e4e805d3cd7c
figures/pdf/conditional_benefit_vs_information_fragmentation.pdf,vector_figure,figures,conditional benefit vs information fragmentation,all_or_not_applicable,multiple_or_not_applicable,387109,e81f6e4334c42919d3d9032ad0812e551428fa54ecaecc64f77695d9db1e087c
figures/pdf/distributed_consensus_error_under_partitions.pdf,vector_figure,figures,distributed consensus error under partitions,all_or_not_applicable,multiple_or_not_applicable,390122,2a3dfa8175483d537b24cccdbe1be34029982706fa314983ea9d93e46fb48f8b
figures/pdf/harmful_neutral_beneficial_interventions.pdf,vector_figure,figures,harmful neutral beneficial interventions,all_or_not_applicable,multiple_or_not_applicable,385117,2121a746ef25ab1274f7a1545f752684376850a57ec137a3cb790e75dff845ef
figures/pdf/humanitarian_development_case_study.pdf,vector_figure,figures,humanitarian development case study,humanitarian,multiple_or_not_applicable,386110,29406c32e909b0bf03d4eb79aa373ed8e2d2a2ff062c151bb63ec515d99f9204
figures/pdf/operator_dashboard_populated.pdf,vector_figure,figures,operator dashboard populated,all_or_not_applicable,multiple_or_not_applicable,26248,0017e694e648ede16824f9e1397bffb29247e4a4877d3b564ff9b94d3adb582d
figures/pdf/operator_view_kpi_vs_thermodynamic.pdf,vector_figure,figures,operator view kpi vs thermodynamic,all_or_not_applicable,multiple_or_not_applicable,937871,2f569f8e45d28c03384d5be16f868341327c132cc4080c87df96d2e64ead8f3a
figures/pdf/operator_workload_vs_service_performance.pdf,vector_figure,figures,operator workload vs service performance,all_or_not_applicable,multiple_or_not_applicable,387200,f165c5d0fbafeb34e4c013e292d4243b5c9802d1d346627a14a9310a6c46284a
figures/pdf/per_application_regime_effect_forest.pdf,vector_figure,figures,per application regime effect forest,all_or_not_applicable,multiple_or_not_applicable,390564,54dceaedcd396233357dcf213ff0e527180d332381c2e4f68b48d78a287c7b25
figures/pdf/standardized_energy_entropy_disagreement_phase_plane.pdf,vector_figure,figures,standardized energy entropy disagreement phase plane,all_or_not_applicable,multiple_or_not_applicable,392668,95c534df24c7dc193bacfd49dfac6e36f5ebdb96a10cb6e036b1f18de51cd5db
figures/pdf/thermodynamic_feature_block_ablation.pdf,vector_figure,figures,thermodynamic feature block ablation,all_or_not_applicable,multiple_or_not_applicable,384305,13a1f7ad5c91d1a97f76cf61b42e831538ed4333067738132ae61c13d9dca2ac
figures/pdf/thermohitl_v4_architecture.pdf,vector_figure,figures,thermohitl v4 architecture,all_or_not_applicable,multiple_or_not_applicable,384720,e60ef906951adfd8a4e3c76ca2cb5d42360b0c6a3c31c17725a672b8935b02b7
figures/pdf/three_application_comparison.pdf,vector_figure,figures,three application comparison,all_or_not_applicable,multiple_or_not_applicable,735333,2f338059fcd72635875d0fbb4f0600676a24884729230f1b0c7305b6f7f191ce
figures/pdf/trigger_and_intervention_timeline.pdf,vector_figure,figures,trigger and intervention timeline,all_or_not_applicable,multiple_or_not_applicable,386075,7d92785f6e1a329d7bf6dc659ae02f095e84eef2086ad6d5d681f4c08f94216f
figures/pdf/utility_cyber_disruption_event_sequence.pdf,vector_figure,figures,utility cyber disruption event sequence,all_or_not_applicable,multiple_or_not_applicable,384615,687cae088cbee552aee4f8de031fe36d0787b47bf6d33aa4f582250a2d55836a
figures/pdf/utility_restoration_development_case_study.pdf,vector_figure,figures,utility restoration development case study,utility_restoration,multiple_or_not_applicable,386084,3ff3933baafaf7a91360f57908631eb7f124babc56a0e572ab78afe30322cc6f
figures/pdf/utility_restoration_multilayer_network.pdf,vector_figure,figures,utility restoration multilayer network,utility_restoration,multiple_or_not_applicable,385763,cf3f82476b3962e5780b4d4c1b2c30bfdcea7b88c5a2a4ed06eeb5749d9430b2
figures/previews/alert_timing_and_false_alarms.png,figure_preview,figures,alert timing and false alarms,all_or_not_applicable,multiple_or_not_applicable,190631,72e7f7293f2b01e7926e7b1b11b9f86ac0281f9d6cf61f110e8c2f4179fe4007
figures/previews/budgeted_causal_utility_cluster_intervals.png,figure_preview,figures,budgeted causal utility cluster intervals,all_or_not_applicable,multiple_or_not_applicable,187470,6143d39e0f5680ab18e86bf542d7c5bea807c6e8ef999889412beb558743410c
figures/previews/calibration_and_reliability.png,figure_preview,figures,calibration and reliability,all_or_not_applicable,multiple_or_not_applicable,226933,af46c54762f48b87fdf929d147c050d5fd9050c0f1fbb5d1e55262b85c97bbca
figures/previews/causal_intervention_and_action_funnels.png,figure_preview,figures,causal intervention and action funnels,all_or_not_applicable,multiple_or_not_applicable,212245,f49e7a04f1af66e581de40bd704f1a95a3ec46f476c888e991705ac045e82a61
figures/previews/commercial_boundary_condition.png,figure_preview,figures,commercial boundary condition,commercial,multiple_or_not_applicable,231372,2fdb9a4830790dd830a9c3e4acb9100a27ba6a0abb932d4dcaa993ca78fa422f
figures/previews/conditional_benefit_vs_information_fragmentation.png,figure_preview,figures,conditional benefit vs information fragmentation,all_or_not_applicable,multiple_or_not_applicable,136241,e6dd1afafa27c9e551c4df76b38ab8ef093e78454800634c931f41d7ce102891
figures/previews/distributed_consensus_error_under_partitions.png,figure_preview,figures,distributed consensus error under partitions,all_or_not_applicable,multiple_or_not_applicable,227772,5a57d02e18f07d6b70f48df36dbaa0035e73f4eff15fe7484e11c816b22985cd
figures/previews/harmful_neutral_beneficial_interventions.png,figure_preview,figures,harmful neutral beneficial interventions,all_or_not_applicable,multiple_or_not_applicable,167529,e02ad40478b6664c6de96fc24613c4897a1fa7245b1a8e1e216f9130af0c957e
figures/previews/humanitarian_development_case_study.png,figure_preview,figures,humanitarian development case study,humanitarian,multiple_or_not_applicable,212968,d818c03a5814004d0e426ab03a819bf2f1c64d63202f3d995e5d62974a3ed9dc
figures/previews/operator_dashboard_populated.png,figure_preview,figures,operator dashboard populated,all_or_not_applicable,multiple_or_not_applicable,314390,b05437b54205ad8ce1d93a28b8bd844723363c394a6c2fb3e79b43e51ce5c582
figures/previews/operator_view_kpi_vs_thermodynamic.png,figure_preview,figures,operator view kpi vs thermodynamic,all_or_not_applicable,multiple_or_not_applicable,199800,d1c79a9e5a0daf1b6b9ec4d07863bf6e7109ab680ee8542d4ee18132f59f363e
figures/previews/operator_workload_vs_service_performance.png,figure_preview,figures,operator workload vs service performance,all_or_not_applicable,multiple_or_not_applicable,222561,19f4a6ad81b08986bcbe7903521e0a91eff961948b9676f94bbea4efa0575a81
figures/previews/per_application_regime_effect_forest.png,figure_preview,figures,per application regime effect forest,all_or_not_applicable,multiple_or_not_applicable,418773,76576998d063627f12a47b9a7a823df33c298ee9895dd7625c5cd4ac6299620c
figures/previews/standardized_energy_entropy_disagreement_phase_plane.png,figure_preview,figures,standardized energy entropy disagreement phase plane,all_or_not_applicable,multiple_or_not_applicable,233508,9c7cfc986ddf25723eee6e313f57669f07652e27f32b79fcb3c687f2a1cd988f
figures/previews/thermodynamic_feature_block_ablation.png,figure_preview,figures,thermodynamic feature block ablation,all_or_not_applicable,multiple_or_not_applicable,204150,1f94058e5a97dca31589d326accb95ecffcafc1a8c723c441cb22d95286ae27b
figures/previews/thermohitl_v4_architecture.png,figure_preview,figures,thermohitl v4 architecture,all_or_not_applicable,multiple_or_not_applicable,262535,546bf80671ed4624c13005dc06ffb49805049f454d674b87e27f3a617f532e96
figures/previews/three_application_comparison.png,figure_preview,figures,three application comparison,all_or_not_applicable,multiple_or_not_applicable,214573,899605e454f93e8a0e13b455547fc291adc1ce874eb909dc4837203418c64d66
figures/previews/trigger_and_intervention_timeline.png,figure_preview,figures,trigger and intervention timeline,all_or_not_applicable,multiple_or_not_applicable,216442,a2dc09be1fea633c3fc3280075fe410443d7b0ef7311c55f45b6c169e75bec18
figures/previews/utility_cyber_disruption_event_sequence.png,figure_preview,figures,utility cyber disruption event sequence,all_or_not_applicable,multiple_or_not_applicable,126098,5b843f9aff438fd0058ebde6cd35862e532a017a79d56579271647877abfc5cf
figures/previews/utility_restoration_development_case_study.png,figure_preview,figures,utility restoration development case study,utility_restoration,multiple_or_not_applicable,216442,a2dc09be1fea633c3fc3280075fe410443d7b0ef7311c55f45b6c169e75bec18
figures/previews/utility_restoration_multilayer_network.png,figure_preview,figures,utility restoration multilayer network,utility_restoration,multiple_or_not_applicable,219720,9b6f94c6ec3492d5ad2af4bbdbce9c19e8edc272f7aeb39b0b1572f2c3de7a7e
holdout/NOT_RUN.json,structured_metadata,holdout,NOT RUN,all_or_not_applicable,multiple_or_not_applicable,412,da1538ffbec6bb2b1bfcb8777c889aa7cd2f98a37098d8420efa86bfcde5d276
holdout/README.md,documentation,holdout,README,all_or_not_applicable,multiple_or_not_applicable,290,af34cf1101108bd6ca7a14e62e7c0d29855cc2085695aa21e3f0094e639b1590
logs/analysis.log,log,logs,analysis,all_or_not_applicable,multiple_or_not_applicable,17276,2ec7536b4f5e32d7eaa6a5c1d3add252716bcc30f88174b621fcd35a7c921d5a
logs/development.log,log,logs,development,all_or_not_applicable,multiple_or_not_applicable,1239,b6bf85d18af58bace75dbbf0a5430ac672df8e848849fcf0c5c48afcbb6be9ad
logs/figures.log,log,logs,figures,all_or_not_applicable,multiple_or_not_applicable,5725,53e964f4880f1042d7f84c2513dddb43fc77eaf5218bb650c89fc186c4fc470d
logs/pdf_validation.log,log,logs,pdf validation,all_or_not_applicable,multiple_or_not_applicable,8536,a428dce23cf35541dfdc3c096e47eb69b850be4bee9b6e6b34095e8eee2fae8c
logs/real_qwen_qualification.log,log,logs,real qwen qualification,all_or_not_applicable,multiple_or_not_applicable,6484,926ba70330caee1f808dced589e9dd9a7e37e04d5ed5a74de13dc5e23b98d3c0
logs/real_qwen_qualification_cache_path_failure.log,log,logs,real qwen qualification cache path failure,all_or_not_applicable,multiple_or_not_applicable,3639,d87cd862bb7dd8ebf149510f2f9b34d447b1add52ea34d742ead6831cad41b2f
logs/real_qwen_qualification_interrupted_metadata_correction.log,log,logs,real qwen qualification interrupted metadata correction,all_or_not_applicable,multiple_or_not_applicable,1847,d62c52a230f2e0dc580e3e6d4e7de40f6e30659ed1691a2c6dc4b7188b3772d9
logs/reporting.log,log,logs,reporting,all_or_not_applicable,multiple_or_not_applicable,316,8a2208738591987d8076d491bca1fb1db7f44ac25562471d8e4d9148e6ed1b89
logs/tests.log,log,logs,tests,all_or_not_applicable,multiple_or_not_applicable,4154,b6d968c92f2869c14a57712072a471f4266b3256ff5edc8fc8e51c005e8df06f
manifests/README.md,documentation,manifests,README,all_or_not_applicable,multiple_or_not_applicable,312,d892537643a83c24c2659997941e06a1ea9ba1d28ee1e3916a69851776dbaa6a
manifests/development_gate_coordination/development_gate_coordination-commercial-fixed_communication-compound-private_fragmented-e24001-o124001-rnone.json,structured_metadata,manifests,development gate coordination commercial fixed communication compound private fragmented e24001 o124001 rnone,commercial,fixed_communication,2029,a5b8ce84717e40677257d86a2cfaae2b54cab840de41eb38f334d3a561463501
manifests/development_gate_coordination/development_gate_coordination-commercial-fixed_communication-compound-private_fragmented-e24002-o124002-rnone.json,structured_metadata,manifests,development gate coordination commercial fixed communication compound private fragmented e24002 o124002 rnone,commercial,fixed_communication,2029,ca7e25be1333d49c8a0d49270406a5d7b70911b65cec7ee9564dd588c130cb4f
manifests/development_gate_coordination/development_gate_coordination-commercial-fixed_communication-compound-private_fragmented-e24003-o124003-rnone.json,structured_metadata,manifests,development gate coordination commercial fixed communication compound private fragmented e24003 o124003 rnone,commercial,fixed_communication,2029,c0bbecd4aee2872157b43363aa1c8d21423ec35e442ce208984bce1d609e35ea
manifests/development_gate_coordination/development_gate_coordination-commercial-fixed_communication-compound-private_fragmented-e24004-o124004-rnone.json,structured_metadata,manifests,development gate coordination commercial fixed communication compound private fragmented e24004 o124004 rnone,commercial,fixed_communication,2029,a0fedff7483a6d2f5ef1978a0a7be851e50549d7e502acdeeac83d4d52d474fa
