application,fold,feature_block,model_key,panel_id,selected_c,training_panels,test_panels,panel_disjoint,environment_seed_disjoint
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787020|random_geometric|medium|high|low|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787024|modular|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787025|small_world|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787029|small_world|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787038|small_world|small|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787041|random_geometric|large|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,2,strongest_nonentropic,strongest_nonentropic-fold-2,humanitarian|787049|small_world|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787002|small_world|medium|low|low|low|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787008|random_geometric|medium|low|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787016|random_geometric|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787020|random_geometric|medium|high|low|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787024|modular|medium|high|medium|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787025|small_world|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787029|small_world|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787038|small_world|small|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787041|random_geometric|large|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,2,generalized_entropic,generalized_entropic-fold-2,humanitarian|787049|small_world|medium|high|high|high|public_shared,0.3,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787006|random_geometric|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787010|small_world|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787012|random_geometric|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787015|small_world|medium|medium|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787017|small_world|medium|medium|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787022|random_geometric|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787032|small_world|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787037|random_geometric|small|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787044|random_geometric|large|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,strongest_nonentropic,strongest_nonentropic-fold-3,humanitarian|787046|small_world|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787006|random_geometric|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787010|small_world|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787012|random_geometric|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787015|small_world|medium|medium|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787017|small_world|medium|medium|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787022|random_geometric|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787032|small_world|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787037|random_geometric|small|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787044|random_geometric|large|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,3,generalized_entropic,generalized_entropic-fold-3,humanitarian|787046|small_world|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787003|modular|medium|low|low|low|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787007|modular|medium|low|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787018|modular|medium|medium|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787021|small_world|medium|high|low|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787026|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787034|random_geometric|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787036|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787039|modular|small|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787043|modular|large|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,4,strongest_nonentropic,strongest_nonentropic-fold-4,humanitarian|787048|random_geometric|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787003|modular|medium|low|low|low|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787007|modular|medium|low|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787018|modular|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787021|small_world|medium|high|low|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787026|modular|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787034|random_geometric|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787036|modular|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787039|modular|small|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787043|modular|large|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,4,generalized_entropic,generalized_entropic-fold-4,humanitarian|787048|random_geometric|medium|high|high|high|public_shared,0.3,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787004|small_world|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787009|small_world|medium|low|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787013|modular|medium|medium|medium|medium|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787019|modular|medium|high|low|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787028|random_geometric|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787030|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787033|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787035|small_world|medium|high|high|high|private_fragmented,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787045|random_geometric|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,5,strongest_nonentropic,strongest_nonentropic-fold-5,humanitarian|787050|modular|medium|high|high|high|public_shared,1.0,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787004|small_world|medium|low|medium|medium|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787009|small_world|medium|low|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787013|modular|medium|medium|medium|medium|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787019|modular|medium|high|low|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787028|random_geometric|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787030|modular|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787033|modular|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787035|small_world|medium|high|high|high|private_fragmented,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787045|random_geometric|medium|high|high|high|public_shared,0.3,40,10,True,True
humanitarian,5,generalized_entropic,generalized_entropic-fold-5,humanitarian|787050|modular|medium|high|high|high|public_shared,0.3,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787054|scale_free|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787056|grid|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787069|modular|medium|high|low|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787074|modular|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787081|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787082|scale_free|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787084|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787087|grid|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787091|grid|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,strongest_nonentropic,strongest_nonentropic-fold-1,utility_restoration|787097|modular|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787054|scale_free|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787056|grid|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787069|modular|medium|high|low|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787074|modular|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787081|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787082|scale_free|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787084|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787087|grid|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787091|grid|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,1,generalized_entropic,generalized_entropic-fold-1,utility_restoration|787097|modular|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787062|grid|medium|medium|low|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787063|modular|medium|medium|medium|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787064|grid|medium|medium|medium|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787066|grid|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787068|modular|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787077|grid|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787079|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787090|grid|small|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787094|grid|large|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,strongest_nonentropic,strongest_nonentropic-fold-2,utility_restoration|787100|modular|medium|high|high|high|public_shared,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787062|grid|medium|medium|low|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787063|modular|medium|medium|medium|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787064|grid|medium|medium|medium|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787066|grid|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787068|modular|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787077|grid|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787079|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787090|grid|small|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787094|grid|large|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,2,generalized_entropic,generalized_entropic-fold-2,utility_restoration|787100|modular|medium|high|high|high|public_shared,0.3,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787051|grid|medium|low|low|low|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787057|modular|medium|low|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787061|modular|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787071|scale_free|medium|high|low|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787076|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787078|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787086|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787092|scale_free|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787095|grid|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,3,strongest_nonentropic,strongest_nonentropic-fold-3,utility_restoration|787096|scale_free|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787051|grid|medium|low|low|low|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787057|modular|medium|low|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787061|modular|medium|medium|low|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787071|scale_free|medium|high|low|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787076|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787078|grid|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787086|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787092|scale_free|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787095|grid|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,3,generalized_entropic,generalized_entropic-fold-3,utility_restoration|787096|scale_free|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787052|scale_free|medium|low|low|low|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787055|modular|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787065|scale_free|medium|medium|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787073|scale_free|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787080|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787083|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787088|scale_free|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787089|modular|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787093|modular|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,strongest_nonentropic,strongest_nonentropic-fold-4,utility_restoration|787099|scale_free|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787052|scale_free|medium|low|low|low|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787055|modular|medium|low|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787065|scale_free|medium|medium|medium|medium|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787073|scale_free|medium|high|medium|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787080|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787083|modular|medium|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787088|scale_free|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787089|modular|small|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787093|modular|large|high|high|high|private_fragmented,1.0,40,10,True,True
utility_restoration,4,generalized_entropic,generalized_entropic-fold-4,utility_restoration|787099|scale_free|medium|high|high|high|public_shared,1.0,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787053|modular|medium|low|low|low|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787058|grid|medium|low|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787059|scale_free|medium|low|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787060|scale_free|medium|medium|low|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787067|scale_free|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787070|grid|medium|high|low|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787072|grid|medium|high|medium|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787075|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787085|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
